keyword,frequency,year
evolutionary algorithm structure predictor,0,1992
evolutionary algorithm structure predictor,0,1993
evolutionary algorithm structure predictor,0,1994
evolutionary algorithm structure predictor,0,1995
evolutionary algorithm structure predictor,0,1996
evolutionary algorithm structure predictor,0,1997
evolutionary algorithm structure predictor,0,1998
evolutionary algorithm structure predictor,0,1999
evolutionary algorithm structure predictor,0,2000
evolutionary algorithm structure predictor,0,2001
evolutionary algorithm structure predictor,0,2002
evolutionary algorithm structure predictor,0,2003
evolutionary algorithm structure predictor,0,2004
evolutionary algorithm structure predictor,0,2005
evolutionary algorithm structure predictor,0,2006
evolutionary algorithm structure predictor,0,2007
evolutionary algorithm structure predictor,1,2008
evolutionary algorithm structure predictor,0,2009
evolutionary algorithm structure predictor,0,2010
evolutionary algorithm structure predictor,0,2011
evolutionary algorithm structure predictor,0,2012
evolutionary algorithm structure predictor,0,2013
evolutionary algorithm structure predictor,0,2014
evolutionary algorithm structure predictor,0,2015
evolutionary molecular design,0,1990
evolutionary molecular design,0,1991
evolutionary molecular design,0,1992
evolutionary molecular design,0,1993
evolutionary molecular design,0,1994
evolutionary molecular design,0,1995
evolutionary molecular design,0,1996
evolutionary molecular design,0,1997
evolutionary molecular design,0,1998
evolutionary molecular design,0,1999
evolutionary molecular design,0,2000
evolutionary molecular design,0,2001
evolutionary molecular design,0,2002
evolutionary molecular design,0,2003
evolutionary molecular design,0,2004
evolutionary molecular design,0,2005
evolutionary molecular design,0,2006
evolutionary molecular design,0,2007
evolutionary molecular design,0,2008
evolutionary molecular design,0,2009
evolutionary molecular design,0,2010
evolutionary molecular design,0,2011
evolutionary molecular design,0,2012
evolutionary molecular design,0,2013
evolutionary molecular design,0,2014
evolutionary molecular design,1,2015
EvoRiver,0,1990
EvoRiver,0,1991
EvoRiver,0,1992
EvoRiver,0,1993
EvoRiver,0,1994
EvoRiver,0,1995
EvoRiver,0,1996
EvoRiver,0,1997
EvoRiver,0,1998
EvoRiver,0,1999
EvoRiver,0,2000
EvoRiver,0,2001
EvoRiver,0,2002
EvoRiver,0,2003
EvoRiver,0,2004
EvoRiver,0,2005
EvoRiver,0,2006
EvoRiver,0,2007
EvoRiver,0,2008
EvoRiver,0,2009
EvoRiver,0,2010
EvoRiver,0,2011
EvoRiver,0,2012
EvoRiver,0,2013
EvoRiver,1,2014
EvoRiver,0,2015
Experiments,0,1990
Experiments,0,1991
Experiments,0,1992
Experiments,0,1993
Experiments,0,1994
Experiments,0,1995
Experiments,0,1996
Experiments,0,1997
Experiments,0,1998
Experiments,0,1999
Experiments,0,2000
Experiments,0,2001
Experiments,0,2002
Experiments,0,2003
Experiments,0,2004
Experiments,0,2005
Experiments,0,2006
Experiments,0,2007
Experiments,0,2008
Experiments,0,2009
Experiments,0,2010
Experiments,0,2011
Experiments,0,2012
Experiments,0,2013
Experiments,0,2014
Experiments,1,2015
Exploration,0,1990
Exploration,0,1991
Exploration,0,1992
Exploration,0,1993
Exploration,0,1994
Exploration,0,1995
Exploration,0,1996
Exploration,0,1997
Exploration,0,1998
Exploration,0,1999
Exploration,0,2000
Exploration,0,2001
Exploration,0,2002
Exploration,0,2003
Exploration,0,2004
Exploration,0,2005
Exploration,0,2006
Exploration,0,2007
Exploration,0,2008
Exploration,0,2009
Exploration,0,2010
Exploration,0,2011
Exploration,0,2012
Exploration,0,2013
Exploration,0,2014
Exploration,1,2015
exploration awareness,0,1990
exploration awareness,0,1991
exploration awareness,0,1992
exploration awareness,0,1993
exploration awareness,0,1994
exploration awareness,0,1995
exploration awareness,0,1996
exploration awareness,0,1997
exploration awareness,0,1998
exploration awareness,0,1999
exploration awareness,0,2000
exploration awareness,0,2001
exploration awareness,0,2002
exploration awareness,0,2003
exploration awareness,0,2004
exploration awareness,0,2005
exploration awareness,0,2006
exploration awareness,0,2007
exploration awareness,1,2008
exploration awareness,0,2009
exploration awareness,0,2010
exploration awareness,0,2011
exploration awareness,0,2012
exploration awareness,0,2013
exploration awareness,0,2014
exploration awareness,0,2015
Eye,0,1990
Eye,0,1991
Eye,0,1992
Eye,0,1993
Eye,0,1994
Eye,0,1995
Eye,0,1996
Eye,0,1997
Eye,0,1998
Eye,0,1999
Eye,0,2000
Eye,0,2001
Eye,0,2002
Eye,0,2003
Eye,0,2004
Eye,0,2005
Eye,0,2006
Eye,0,2007
Eye,0,2008
Eye,0,2009
Eye,0,2010
Eye,0,2011
Eye,1,2012
Eye,0,2013
Eye,0,2014
Eye,0,2015
faceted text corpora,0,1990
faceted text corpora,0,1991
faceted text corpora,0,1992
faceted text corpora,0,1993
faceted text corpora,0,1994
faceted text corpora,0,1995
faceted text corpora,0,1996
faceted text corpora,0,1997
faceted text corpora,0,1998
faceted text corpora,0,1999
faceted text corpora,0,2000
faceted text corpora,0,2001
faceted text corpora,0,2002
faceted text corpora,0,2003
faceted text corpora,0,2004
faceted text corpora,0,2005
faceted text corpora,0,2006
faceted text corpora,0,2007
faceted text corpora,0,2008
faceted text corpora,1,2009
faceted text corpora,0,2010
faceted text corpora,0,2011
faceted text corpora,0,2012
faceted text corpora,0,2013
faceted text corpora,0,2014
faceted text corpora,0,2015
Feature Selection,0,1990
Feature Selection,0,1991
Feature Selection,0,1992
Feature Selection,0,1993
Feature Selection,0,1994
Feature Selection,0,1995
Feature Selection,0,1996
Feature Selection,0,1997
Feature Selection,0,1998
Feature Selection,0,1999
Feature Selection,0,2000
Feature Selection,0,2001
Feature Selection,0,2002
Feature Selection,0,2003
Feature Selection,0,2004
Feature Selection,0,2005
Feature Selection,0,2006
Feature Selection,0,2007
Feature Selection,0,2008
Feature Selection,0,2009
Feature Selection,0,2010
Feature Selection,0,2011
Feature Selection,0,2012
Feature Selection,0,2013
Feature Selection,1,2014
Feature Selection,0,2015
FeatureInsight,0,1990
FeatureInsight,0,1991
FeatureInsight,0,1992
FeatureInsight,0,1993
FeatureInsight,0,1994
FeatureInsight,0,1995
FeatureInsight,0,1996
FeatureInsight,0,1997
FeatureInsight,0,1998
FeatureInsight,0,1999
FeatureInsight,0,2000
FeatureInsight,0,2001
FeatureInsight,0,2002
FeatureInsight,0,2003
FeatureInsight,0,2004
FeatureInsight,0,2005
FeatureInsight,0,2006
FeatureInsight,0,2007
FeatureInsight,0,2008
FeatureInsight,0,2009
FeatureInsight,0,2010
FeatureInsight,0,2011
FeatureInsight,0,2012
FeatureInsight,0,2013
FeatureInsight,0,2014
FeatureInsight,1,2015
FemaRepViz,0,1990
FemaRepViz,0,1991
FemaRepViz,0,1992
FemaRepViz,0,1993
FemaRepViz,0,1994
FemaRepViz,0,1995
FemaRepViz,0,1996
FemaRepViz,0,1997
FemaRepViz,0,1998
FemaRepViz,0,1999
FemaRepViz,0,2000
FemaRepViz,0,2001
FemaRepViz,0,2002
FemaRepViz,0,2003
FemaRepViz,0,2004
FemaRepViz,0,2005
FemaRepViz,0,2006
FemaRepViz,1,2007
FemaRepViz,0,2008
FemaRepViz,0,2009
FemaRepViz,0,2010
FemaRepViz,0,2011
FemaRepViz,0,2012
FemaRepViz,0,2013
FemaRepViz,0,2014
FemaRepViz,0,2015
financial visual analysis,0,1990
financial visual analysis,0,1991
financial visual analysis,0,1992
financial visual analysis,0,1993
financial visual analysis,0,1994
financial visual analysis,0,1995
financial visual analysis,0,1996
financial visual analysis,0,1997
financial visual analysis,0,1998
financial visual analysis,0,1999
financial visual analysis,0,2000
financial visual analysis,0,2001
financial visual analysis,0,2002
financial visual analysis,0,2003
financial visual analysis,0,2004
financial visual analysis,0,2005
financial visual analysis,0,2006
financial visual analysis,0,2007
financial visual analysis,1,2008
financial visual analysis,0,2009
financial visual analysis,0,2010
financial visual analysis,0,2011
financial visual analysis,0,2012
financial visual analysis,0,2013
financial visual analysis,0,2014
financial visual analysis,0,2015
Finding Waldo,0,1990
Finding Waldo,0,1991
Finding Waldo,0,1992
Finding Waldo,0,1993
Finding Waldo,0,1994
Finding Waldo,0,1995
Finding Waldo,0,1996
Finding Waldo,0,1997
Finding Waldo,0,1998
Finding Waldo,0,1999
Finding Waldo,0,2000
Finding Waldo,0,2001
Finding Waldo,0,2002
Finding Waldo,0,2003
Finding Waldo,0,2004
Finding Waldo,0,2005
Finding Waldo,0,2006
Finding Waldo,0,2007
Finding Waldo,0,2008
Finding Waldo,0,2009
Finding Waldo,0,2010
Finding Waldo,0,2011
Finding Waldo,0,2012
Finding Waldo,0,2013
Finding Waldo,1,2014
Finding Waldo,0,2015
flickr,0,1990
flickr,0,1991
flickr,0,1992
flickr,0,1993
flickr,0,1994
flickr,0,1995
flickr,0,1996
flickr,0,1997
flickr,0,1998
flickr,0,1999
flickr,0,2000
flickr,0,2001
flickr,0,2002
flickr,0,2003
flickr,0,2004
flickr,0,2005
flickr,0,2006
flickr,0,2007
flickr,0,2008
flickr,1,2009
flickr,0,2010
flickr,0,2011
flickr,0,2012
flickr,0,2013
flickr,0,2014
flickr,0,2015
flitter challenge,0,1990
flitter challenge,0,1991
flitter challenge,0,1992
flitter challenge,0,1993
flitter challenge,0,1994
flitter challenge,0,1995
flitter challenge,0,1996
flitter challenge,0,1997
flitter challenge,0,1998
flitter challenge,0,1999
flitter challenge,0,2000
flitter challenge,0,2001
flitter challenge,0,2002
flitter challenge,0,2003
flitter challenge,0,2004
flitter challenge,0,2005
flitter challenge,0,2006
flitter challenge,0,2007
flitter challenge,0,2008
flitter challenge,1,2009
flitter challenge,0,2010
flitter challenge,0,2011
flitter challenge,0,2012
flitter challenge,0,2013
flitter challenge,0,2014
flitter challenge,0,2015
Footprints,0,1990
Footprints,0,1991
Footprints,0,1992
Footprints,0,1993
Footprints,0,1994
Footprints,0,1995
Footprints,0,1996
Footprints,0,1997
Footprints,0,1998
Footprints,0,1999
Footprints,0,2000
Footprints,0,2001
Footprints,0,2002
Footprints,0,2003
Footprints,0,2004
Footprints,0,2005
Footprints,0,2006
Footprints,0,2007
Footprints,0,2008
Footprints,0,2009
Footprints,0,2010
Footprints,0,2011
Footprints,0,2012
Footprints,0,2013
Footprints,1,2014
Footprints,0,2015
foraging,0,1990
foraging,0,1991
foraging,0,1992
foraging,0,1993
foraging,0,1994
foraging,0,1995
foraging,0,1996
foraging,0,1997
foraging,0,1998
foraging,0,1999
foraging,0,2000
foraging,0,2001
foraging,0,2002
foraging,0,2003
foraging,0,2004
foraging,0,2005
foraging,0,2006
foraging,0,2007
foraging,0,2008
foraging,0,2009
foraging,1,2010
foraging,0,2011
foraging,0,2012
foraging,0,2013
foraging,0,2014
foraging,0,2015
FPSSeer,0,1990
FPSSeer,0,1991
FPSSeer,0,1992
FPSSeer,0,1993
FPSSeer,0,1994
FPSSeer,0,1995
FPSSeer,0,1996
FPSSeer,0,1997
FPSSeer,0,1998
FPSSeer,0,1999
FPSSeer,0,2000
FPSSeer,0,2001
FPSSeer,0,2002
FPSSeer,0,2003
FPSSeer,0,2004
FPSSeer,0,2005
FPSSeer,0,2006
FPSSeer,0,2007
FPSSeer,0,2008
FPSSeer,0,2009
FPSSeer,0,2010
FPSSeer,0,2011
FPSSeer,0,2012
FPSSeer,0,2013
FPSSeer,0,2014
FPSSeer,1,2015
frame rate data,0,1990
frame rate data,0,1991
frame rate data,0,1992
frame rate data,0,1993
frame rate data,0,1994
frame rate data,0,1995
frame rate data,0,1996
frame rate data,0,1997
frame rate data,0,1998
frame rate data,0,1999
frame rate data,0,2000
frame rate data,0,2001
frame rate data,0,2002
frame rate data,0,2003
frame rate data,0,2004
frame rate data,0,2005
frame rate data,0,2006
frame rate data,0,2007
frame rate data,0,2008
frame rate data,0,2009
frame rate data,0,2010
frame rate data,0,2011
frame rate data,0,2012
frame rate data,0,2013
frame rate data,0,2014
frame rate data,1,2015
Framework,0,1990
Framework,0,1991
Framework,0,1992
Framework,0,1993
Framework,0,1994
Framework,0,1995
Framework,0,1996
Framework,0,1997
Framework,0,1998
Framework,0,1999
Framework,0,2000
Framework,0,2001
Framework,0,2002
Framework,0,2003
Framework,0,2004
Framework,0,2005
Framework,0,2006
Framework,0,2007
Framework,0,2008
Framework,0,2009
Framework,0,2010
Framework,0,2011
Framework,0,2012
Framework,0,2013
Framework,0,2014
Framework,1,2015
fraud,0,1990
fraud,0,1991
fraud,0,1992
fraud,0,1993
fraud,0,1994
fraud,0,1995
fraud,0,1996
fraud,0,1997
fraud,0,1998
fraud,0,1999
fraud,0,2000
fraud,0,2001
fraud,0,2002
fraud,0,2003
fraud,0,2004
fraud,0,2005
fraud,0,2006
fraud,0,2007
fraud,0,2008
fraud,0,2009
fraud,0,2010
fraud,0,2011
fraud,0,2012
fraud,0,2013
fraud,0,2014
fraud,1,2015
fraud detection,0,1990
fraud detection,0,1991
fraud detection,0,1992
fraud detection,0,1993
fraud detection,0,1994
fraud detection,0,1995
fraud detection,0,1996
fraud detection,0,1997
fraud detection,0,1998
fraud detection,0,1999
fraud detection,0,2000
fraud detection,0,2001
fraud detection,0,2002
fraud detection,0,2003
fraud detection,0,2004
fraud detection,0,2005
fraud detection,0,2006
fraud detection,0,2007
fraud detection,0,2008
fraud detection,0,2009
fraud detection,0,2010
fraud detection,0,2011
fraud detection,0,2012
fraud detection,0,2013
fraud detection,0,2014
fraud detection,1,2015
game frame rate data,0,1990
game frame rate data,0,1991
game frame rate data,0,1992
game frame rate data,0,1993
game frame rate data,0,1994
game frame rate data,0,1995
game frame rate data,0,1996
game frame rate data,0,1997
game frame rate data,0,1998
game frame rate data,0,1999
game frame rate data,0,2000
game frame rate data,0,2001
game frame rate data,0,2002
game frame rate data,0,2003
game frame rate data,0,2004
game frame rate data,0,2005
game frame rate data,0,2006
game frame rate data,0,2007
game frame rate data,0,2008
game frame rate data,0,2009
game frame rate data,0,2010
game frame rate data,0,2011
game frame rate data,0,2012
game frame rate data,0,2013
game frame rate data,0,2014
game frame rate data,1,2015
Genotet,0,1990
Genotet,0,1991
Genotet,0,1992
Genotet,0,1993
Genotet,0,1994
Genotet,0,1995
Genotet,0,1996
Genotet,0,1997
Genotet,0,1998
Genotet,0,1999
Genotet,0,2000
Genotet,0,2001
Genotet,0,2002
Genotet,0,2003
Genotet,0,2004
Genotet,0,2005
Genotet,0,2006
Genotet,0,2007
Genotet,0,2008
Genotet,0,2009
Genotet,0,2010
Genotet,0,2011
Genotet,0,2012
Genotet,0,2013
Genotet,1,2014
Genotet,0,2015
geospatial battlespace displays,0,1990
geospatial battlespace displays,0,1991
geospatial battlespace displays,0,1992
geospatial battlespace displays,0,1993
geospatial battlespace displays,0,1994
geospatial battlespace displays,0,1995
geospatial battlespace displays,0,1996
geospatial battlespace displays,0,1997
geospatial battlespace displays,0,1998
geospatial battlespace displays,0,1999
geospatial battlespace displays,0,2000
geospatial battlespace displays,0,2001
geospatial battlespace displays,0,2002
geospatial battlespace displays,0,2003
geospatial battlespace displays,0,2004
geospatial battlespace displays,0,2005
geospatial battlespace displays,0,2006
geospatial battlespace displays,0,2007
geospatial battlespace displays,0,2008
geospatial battlespace displays,0,2009
geospatial battlespace displays,1,2010
geospatial battlespace displays,0,2011
geospatial battlespace displays,0,2012
geospatial battlespace displays,0,2013
geospatial battlespace displays,0,2014
geospatial battlespace displays,0,2015
Geospatial Visual Analytics Toolkit,0,1990
Geospatial Visual Analytics Toolkit,0,1991
Geospatial Visual Analytics Toolkit,0,1992
Geospatial Visual Analytics Toolkit,0,1993
Geospatial Visual Analytics Toolkit,0,1994
Geospatial Visual Analytics Toolkit,0,1995
Geospatial Visual Analytics Toolkit,0,1996
Geospatial Visual Analytics Toolkit,0,1997
Geospatial Visual Analytics Toolkit,0,1998
Geospatial Visual Analytics Toolkit,0,1999
Geospatial Visual Analytics Toolkit,0,2000
Geospatial Visual Analytics Toolkit,0,2001
Geospatial Visual Analytics Toolkit,0,2002
Geospatial Visual Analytics Toolkit,0,2003
Geospatial Visual Analytics Toolkit,0,2004
Geospatial Visual Analytics Toolkit,0,2005
Geospatial Visual Analytics Toolkit,0,2006
Geospatial Visual Analytics Toolkit,0,2007
Geospatial Visual Analytics Toolkit,1,2008
Geospatial Visual Analytics Toolkit,0,2009
Geospatial Visual Analytics Toolkit,0,2010
Geospatial Visual Analytics Toolkit,0,2011
Geospatial Visual Analytics Toolkit,0,2012
Geospatial Visual Analytics Toolkit,0,2013
Geospatial Visual Analytics Toolkit,0,2014
Geospatial Visual Analytics Toolkit,0,2015
geo-temporal analysis,0,1990
geo-temporal analysis,0,1991
geo-temporal analysis,0,1992
geo-temporal analysis,0,1993
geo-temporal analysis,0,1994
geo-temporal analysis,0,1995
geo-temporal analysis,0,1996
geo-temporal analysis,0,1997
geo-temporal analysis,0,1998
geo-temporal analysis,0,1999
geo-temporal analysis,0,2000
geo-temporal analysis,0,2001
geo-temporal analysis,0,2002
geo-temporal analysis,0,2003
geo-temporal analysis,0,2004
geo-temporal analysis,0,2005
geo-temporal analysis,0,2006
geo-temporal analysis,0,2007
geo-temporal analysis,3,2008
geo-temporal analysis,0,2009
geo-temporal analysis,0,2010
geo-temporal analysis,0,2011
geo-temporal analysis,0,2012
geo-temporal analysis,0,2013
geo-temporal analysis,0,2014
geo-temporal analysis,0,2015
geo-temporal differences,0,1990
geo-temporal differences,0,1991
geo-temporal differences,0,1992
geo-temporal differences,0,1993
geo-temporal differences,0,1994
geo-temporal differences,0,1995
geo-temporal differences,0,1996
geo-temporal differences,0,1997
geo-temporal differences,0,1998
geo-temporal differences,0,1999
geo-temporal differences,0,2000
geo-temporal differences,0,2001
geo-temporal differences,0,2002
geo-temporal differences,0,2003
geo-temporal differences,0,2004
geo-temporal differences,0,2005
geo-temporal differences,0,2006
geo-temporal differences,0,2007
geo-temporal differences,0,2008
geo-temporal differences,0,2009
geo-temporal differences,1,2010
geo-temporal differences,0,2011
geo-temporal differences,0,2012
geo-temporal differences,0,2013
geo-temporal differences,0,2014
geo-temporal differences,0,2015
GeoTime,0,1990
GeoTime,0,1991
GeoTime,0,1992
GeoTime,0,1993
GeoTime,0,1994
GeoTime,0,1995
GeoTime,0,1996
GeoTime,0,1997
GeoTime,0,1998
GeoTime,0,1999
GeoTime,0,2000
GeoTime,0,2001
GeoTime,0,2002
GeoTime,0,2003
GeoTime,0,2004
GeoTime,0,2005
GeoTime,0,2006
GeoTime,0,2007
GeoTime,1,2008
GeoTime,0,2009
GeoTime,0,2010
GeoTime,0,2011
GeoTime,0,2012
GeoTime,0,2013
GeoTime,0,2014
GeoTime,0,2015
Geovisual analytics,0,1990
Geovisual analytics,0,1991
Geovisual analytics,0,1992
Geovisual analytics,0,1993
Geovisual analytics,0,1994
Geovisual analytics,0,1995
Geovisual analytics,0,1996
Geovisual analytics,0,1997
Geovisual analytics,0,1998
Geovisual analytics,0,1999
Geovisual analytics,0,2000
Geovisual analytics,0,2001
Geovisual analytics,0,2002
Geovisual analytics,0,2003
Geovisual analytics,0,2004
Geovisual analytics,0,2005
Geovisual analytics,0,2006
Geovisual analytics,0,2007
Geovisual analytics,0,2008
Geovisual analytics,1,2009
Geovisual analytics,0,2010
Geovisual analytics,0,2011
Geovisual analytics,0,2012
Geovisual analytics,0,2013
Geovisual analytics,0,2014
Geovisual analytics,0,2015
GOMS analysis,0,1990
GOMS analysis,0,1991
GOMS analysis,0,1992
GOMS analysis,0,1993
GOMS analysis,0,1994
GOMS analysis,0,1995
GOMS analysis,0,1996
GOMS analysis,0,1997
GOMS analysis,0,1998
GOMS analysis,0,1999
GOMS analysis,0,2000
GOMS analysis,0,2001
GOMS analysis,0,2002
GOMS analysis,0,2003
GOMS analysis,0,2004
GOMS analysis,0,2005
GOMS analysis,0,2006
GOMS analysis,0,2007
GOMS analysis,0,2008
GOMS analysis,0,2009
GOMS analysis,0,2010
GOMS analysis,0,2011
GOMS analysis,1,2012
GOMS analysis,0,2013
GOMS analysis,0,2014
GOMS analysis,0,2015
graph visualization,0,1990
graph visualization,0,1991
graph visualization,0,1992
graph visualization,0,1993
graph visualization,0,1994
graph visualization,0,1995
graph visualization,0,1996
graph visualization,0,1997
graph visualization,0,1998
graph visualization,0,1999
graph visualization,0,2000
graph visualization,0,2001
graph visualization,0,2002
graph visualization,0,2003
graph visualization,0,2004
graph visualization,0,2005
graph visualization,1,2006
graph visualization,0,2007
graph visualization,0,2008
graph visualization,0,2009
graph visualization,0,2010
graph visualization,0,2011
graph visualization,0,2012
graph visualization,0,2013
graph visualization,0,2014
graph visualization,0,2015
graphs,0,1990
graphs,0,1991
graphs,0,1992
graphs,0,1993
graphs,0,1994
graphs,0,1995
graphs,0,1996
graphs,0,1997
graphs,0,1998
graphs,0,1999
graphs,0,2000
graphs,0,2001
graphs,0,2002
graphs,0,2003
graphs,0,2004
graphs,0,2005
graphs,0,2006
graphs,0,2007
graphs,0,2008
graphs,0,2009
graphs,0,2010
graphs,0,2011
graphs,0,2012
graphs,0,2013
graphs,0,2014
graphs,1,2015
Have Green,0,1990
Have Green,0,1991
Have Green,0,1992
Have Green,0,1993
Have Green,0,1994
Have Green,0,1995
Have Green,0,1996
Have Green,0,1997
Have Green,0,1998
Have Green,0,1999
Have Green,0,2000
Have Green,0,2001
Have Green,0,2002
Have Green,0,2003
Have Green,0,2004
Have Green,0,2005
Have Green,1,2006
Have Green,0,2007
Have Green,0,2008
Have Green,0,2009
Have Green,0,2010
Have Green,0,2011
Have Green,0,2012
Have Green,0,2013
Have Green,0,2014
Have Green,0,2015
hazardous weather,0,1990
hazardous weather,0,1991
hazardous weather,0,1992
hazardous weather,0,1993
hazardous weather,0,1994
hazardous weather,0,1995
hazardous weather,0,1996
hazardous weather,0,1997
hazardous weather,0,1998
hazardous weather,0,1999
hazardous weather,0,2000
hazardous weather,0,2001
hazardous weather,0,2002
hazardous weather,0,2003
hazardous weather,0,2004
hazardous weather,0,2005
hazardous weather,0,2006
hazardous weather,0,2007
hazardous weather,0,2008
hazardous weather,0,2009
hazardous weather,1,2010
hazardous weather,0,2011
hazardous weather,0,2012
hazardous weather,0,2013
hazardous weather,0,2014
hazardous weather,0,2015
hazardous weather decision making,0,1990
hazardous weather decision making,0,1991
hazardous weather decision making,0,1992
hazardous weather decision making,0,1993
hazardous weather decision making,0,1994
hazardous weather decision making,0,1995
hazardous weather decision making,0,1996
hazardous weather decision making,0,1997
hazardous weather decision making,0,1998
hazardous weather decision making,0,1999
hazardous weather decision making,0,2000
hazardous weather decision making,0,2001
hazardous weather decision making,0,2002
hazardous weather decision making,0,2003
hazardous weather decision making,0,2004
hazardous weather decision making,0,2005
hazardous weather decision making,0,2006
hazardous weather decision making,0,2007
hazardous weather decision making,0,2008
hazardous weather decision making,0,2009
hazardous weather decision making,1,2010
hazardous weather decision making,0,2011
hazardous weather decision making,0,2012
hazardous weather decision making,0,2013
hazardous weather decision making,0,2014
hazardous weather decision making,0,2015
Heat Map,0,1990
Heat Map,0,1991
Heat Map,0,1992
Heat Map,0,1993
Heat Map,0,1994
Heat Map,0,1995
Heat Map,0,1996
Heat Map,0,1997
Heat Map,0,1998
Heat Map,0,1999
Heat Map,0,2000
Heat Map,0,2001
Heat Map,0,2002
Heat Map,0,2003
Heat Map,0,2004
Heat Map,0,2005
Heat Map,0,2006
Heat Map,0,2007
Heat Map,0,2008
Heat Map,0,2009
Heat Map,0,2010
Heat Map,0,2011
Heat Map,0,2012
Heat Map,0,2013
Heat Map,0,2014
Heat Map,1,2015
hierarchical simulation ensembles,0,1990
hierarchical simulation ensembles,0,1991
hierarchical simulation ensembles,0,1992
hierarchical simulation ensembles,0,1993
hierarchical simulation ensembles,0,1994
hierarchical simulation ensembles,0,1995
hierarchical simulation ensembles,0,1996
hierarchical simulation ensembles,0,1997
hierarchical simulation ensembles,0,1998
hierarchical simulation ensembles,0,1999
hierarchical simulation ensembles,0,2000
hierarchical simulation ensembles,0,2001
hierarchical simulation ensembles,0,2002
hierarchical simulation ensembles,0,2003
hierarchical simulation ensembles,0,2004
hierarchical simulation ensembles,0,2005
hierarchical simulation ensembles,0,2006
hierarchical simulation ensembles,0,2007
hierarchical simulation ensembles,0,2008
hierarchical simulation ensembles,0,2009
hierarchical simulation ensembles,0,2010
hierarchical simulation ensembles,0,2011
hierarchical simulation ensembles,0,2012
hierarchical simulation ensembles,0,2013
hierarchical simulation ensembles,0,2014
hierarchical simulation ensembles,1,2015
HierarchicalTopic,0,1990
HierarchicalTopic,0,1991
HierarchicalTopic,0,1992
HierarchicalTopic,0,1993
HierarchicalTopic,0,1994
HierarchicalTopic,0,1995
HierarchicalTopic,0,1996
HierarchicalTopic,0,1997
HierarchicalTopic,0,1998
HierarchicalTopic,0,1999
HierarchicalTopic,0,2000
HierarchicalTopic,0,2001
HierarchicalTopic,0,2002
HierarchicalTopic,0,2003
HierarchicalTopic,0,2004
HierarchicalTopic,0,2005
HierarchicalTopic,0,2006
HierarchicalTopic,0,2007
HierarchicalTopic,0,2008
HierarchicalTopic,0,2009
HierarchicalTopic,0,2010
HierarchicalTopic,0,2011
HierarchicalTopic,0,2012
HierarchicalTopic,1,2013
HierarchicalTopic,0,2014
HierarchicalTopic,0,2015
high dimensional dataset,0,1990
high dimensional dataset,0,1991
high dimensional dataset,0,1992
high dimensional dataset,0,1993
high dimensional dataset,0,1994
high dimensional dataset,0,1995
high dimensional dataset,0,1996
high dimensional dataset,0,1997
high dimensional dataset,0,1998
high dimensional dataset,0,1999
high dimensional dataset,0,2000
high dimensional dataset,0,2001
high dimensional dataset,0,2002
high dimensional dataset,0,2003
high dimensional dataset,0,2004
high dimensional dataset,0,2005
high dimensional dataset,0,2006
high dimensional dataset,0,2007
high dimensional dataset,1,2008
high dimensional dataset,0,2009
high dimensional dataset,0,2010
high dimensional dataset,0,2011
high dimensional dataset,0,2012
high dimensional dataset,0,2013
high dimensional dataset,0,2014
high dimensional dataset,0,2015
high-dimensional astronomical data,0,1990
high-dimensional astronomical data,0,1991
high-dimensional astronomical data,0,1992
high-dimensional astronomical data,0,1993
high-dimensional astronomical data,0,1994
high-dimensional astronomical data,0,1995
high-dimensional astronomical data,0,1996
high-dimensional astronomical data,0,1997
high-dimensional astronomical data,0,1998
high-dimensional astronomical data,0,1999
high-dimensional astronomical data,0,2000
high-dimensional astronomical data,0,2001
high-dimensional astronomical data,0,2002
high-dimensional astronomical data,0,2003
high-dimensional astronomical data,0,2004
high-dimensional astronomical data,0,2005
high-dimensional astronomical data,0,2006
high-dimensional astronomical data,0,2007
high-dimensional astronomical data,0,2008
high-dimensional astronomical data,0,2009
high-dimensional astronomical data,1,2010
high-dimensional astronomical data,0,2011
high-dimensional astronomical data,0,2012
high-dimensional astronomical data,0,2013
high-dimensional astronomical data,0,2014
high-dimensional astronomical data,0,2015
high-dimensional data,0,1990
high-dimensional data,0,1991
high-dimensional data,0,1992
high-dimensional data,0,1993
high-dimensional data,0,1994
high-dimensional data,0,1995
high-dimensional data,0,1996
high-dimensional data,0,1997
high-dimensional data,0,1998
high-dimensional data,0,1999
high-dimensional data,0,2000
high-dimensional data,0,2001
high-dimensional data,0,2002
high-dimensional data,0,2003
high-dimensional data,0,2004
high-dimensional data,0,2005
high-dimensional data,0,2006
high-dimensional data,0,2007
high-dimensional data,0,2008
high-dimensional data,0,2009
high-dimensional data,1,2010
high-dimensional data,0,2011
high-dimensional data,0,2012
high-dimensional data,0,2013
high-dimensional data,0,2014
high-dimensional data,0,2015
high-dimensional data skeleton,0,1990
high-dimensional data skeleton,0,1991
high-dimensional data skeleton,0,1992
high-dimensional data skeleton,0,1993
high-dimensional data skeleton,0,1994
high-dimensional data skeleton,0,1995
high-dimensional data skeleton,0,1996
high-dimensional data skeleton,0,1997
high-dimensional data skeleton,0,1998
high-dimensional data skeleton,0,1999
high-dimensional data skeleton,0,2000
high-dimensional data skeleton,0,2001
high-dimensional data skeleton,0,2002
high-dimensional data skeleton,0,2003
